CUST_ID,CUST_TYPE,BUSI_CODE,FUND_CODE,CONF_AMTS,GENDER,NET_CODE,RISK_LEV,CONF_YEAR,CONF_MONTH,CONF_DAY,AGE,TELL_PREFIX,COUNTY_PROV,COUNTY_CITY,COUNTY_DIST,target,5D_TOTAL,FLAG
18,1,4,019871,5197.3,2.0,1,5.0,2025,2,25,0.3275862068965517,1372592,31,01,04,0,0.0,1
28,1,5,006098,30.0,1.0,3,5.0,2024,1,4,0.3620689655172413,1362713,31,01,04,0,0.0,10
28,1,5,006098,30.0,1.0,3,5.0,2024,1,11,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,5,006098,30.0,1.0,3,5.0,2024,1,18,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,0,508017,1000.0,1.0,3,5.0,2024,1,23,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,5,006098,30.0,1.0,3,5.0,2024,1,25,0.3620689655172413,1362713,31,01,04,0,1000.0,1
28,1,4,002847,718.7,1.0,3,5.0,2024,1,29,0.3620689655172413,1362713,31,01,04,0,30.0,1
28,1,3,508017,943.6,1.0,3,5.0,2024,1,29,0.3620689655172413,1362713,31,01,04,0,748.7000000000002,1
28,1,5,006098,30.0,1.0,3,5.0,2024,2,1,0.3620689655172413,1362713,31,01,04,0,1662.3000000000002,1
28,1,5,006098,30.0,1.0,3,5.0,2024,2,8,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,5,006098,30.0,1.0,3,5.0,2024,2,20,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,000961,738.64,1.0,3,5.0,2024,2,29,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,000962,774.17,1.0,3,5.0,2024,3,18,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,000961,778.88,1.0,3,5.0,2024,4,2,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,5,006098,30.0,1.0,3,5.0,2024,4,8,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,002847,779.36,1.0,3,5.0,2024,4,30,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,000962,778.15,1.0,3,5.0,2024,5,20,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,5,006098,30.0,1.0,3,5.0,2024,5,30,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,000961,760.58,1.0,3,5.0,2024,6,4,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,5,006098,30.0,1.0,3,5.0,2024,6,6,0.3620689655172413,1362713,31,01,04,0,760.58,1
28,1,2,210012,616.66,1.0,3,5.0,2024,6,11,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,002847,761.72,1.0,3,5.0,2024,7,22,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,1,016452,200.0,1.0,3,5.0,2024,7,23,0.3620689655172413,1362713,31,01,04,0,761.72,1
28,1,4,000961,719.55,1.0,3,5.0,2024,8,6,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,1,016452,500.0,1.0,3,5.0,2024,8,8,0.3620689655172413,1362713,31,01,04,0,719.55,1
28,1,2,000083,28.45,1.0,3,5.0,2024,9,9,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,2,002847,72.01,1.0,3,5.0,2024,9,13,0.3620689655172413,1362713,31,01,04,0,28.450000000000003,1
28,1,4,002847,642.0,1.0,3,5.0,2024,9,26,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,2,005969,31185.04,1.0,3,5.0,2024,10,10,0.3620689655172413,1362713,31,01,04,0,0.0,1
