CUST_ID,CUST_TYPE,BUSI_CODE,CONF_AMTS,GENDER,NET_CODE,RISK_LEV,CONF_YEAR,CONF_MONTH,CONF_DAY,AGE,TELL_PREFIX,COUNTY_PROV,COUNTY_CITY,COUNTY_DIST,FUND_CODE_FREQ,target
369000460487,1,5,3.3588193969620824e-08,2.0,1,0.8,2024,1,2,0.48275862068965514,1399808,32,01,02,0.017743176571764812,0
369001110005,1,1,8.483258190260566e-08,2.0,1,0.8,2024,1,2,0.3275862068965517,1867616,44,03,05,0.057393744624994344,0
369001110005,1,1,4.411249474676869e-09,2.0,1,0.8,2024,1,2,0.3275862068965517,1867616,44,03,05,0.057393744624994344,0
369001110005,1,1,4.411249474676869e-09,2.0,1,0.8,2024,1,2,0.3275862068965517,1867616,44,03,05,0.057393744624994344,0
369000460116,0,2,1.7812938868555574e-08,0.0,1,1.0,2024,1,2,0.3793103448275862,1860379,00,00,00,0.057393744624994344,0
369000370162,1,2,1.7101876802218705e-06,2.0,1,1.0,2024,1,2,0.2413793103448275,1776220,13,06,29,4.526320554021636e-05,0
88448,1,5,2.0152916381772493e-07,2.0,3,0.8,2024,1,2,0.1724137931034483,1366990,31,01,04,0.0027610555379531977,0
4188,1,5,5.374111035139332e-07,2.0,3,0.8,2024,1,2,0.4482758620689655,1368801,31,01,15,0.022088444303625582,0
49568,1,5,1.097214336340947e-06,2.0,3,1.0,2024,1,2,0.4137931034482758,1387309,31,01,09,0.022088444303625582,0
88448,1,5,3.1348981038312765e-07,2.0,3,0.8,2024,1,2,0.1724137931034483,1366990,31,01,04,0.022088444303625582,0
369000240200,1,5,8.956851725232219e-08,0.0,2,0.0,2024,1,2,0.3793103448275862,0,00,00,00,0.022088444303625582,0
253418,1,5,2.0152916381772493e-07,0.0,2,0.0,2024,1,2,0.3793103448275862,0,00,00,00,0.025121079074820078,0
369000460487,1,5,3.3588193969620824e-08,2.0,1,0.8,2024,1,2,0.48275862068965514,1399808,32,01,02,0.025121079074820078,0
369000500204,1,1,2.0152916381772493e-07,2.0,1,0.8,2024,1,2,0.39655172413793105,1331680,44,05,11,0.000633684877563029,0
369000980023,1,2,0.003219352516257978,2.0,1,0.8,2024,1,2,0.3275862068965517,1506925,51,20,02,0.002263160277010818,0
369001100011,0,1,0.011196042264410962,0.0,1,1.0,2024,1,3,0.3793103448275862,1867332,00,00,00,0.000633684877563029,1
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.000633684877563029,1
369000150080,1,5,5.374111035139332e-07,0.0,2,0.0,2024,1,3,0.3793103448275862,0,00,00,00,0.017743176571764812,0
369000460461,1,5,3.3588193969620824e-08,2.0,1,0.8,2024,1,3,0.39655172413793105,1358558,44,06,04,0.017743176571764812,0
369000460487,1,5,3.3588193969620824e-08,2.0,1,0.8,2024,1,3,0.48275862068965514,1399808,32,01,02,0.017743176571764812,0
369000450683,1,5,8.956851725232219e-08,2.0,1,0.8,2024,1,3,0.603448275862069,1525288,42,01,05,0.017743176571764812,0
369000520083,1,5,8.956851725232219e-08,2.0,1,0.8,2024,1,3,0.8448275862068966,1395622,44,06,04,0.017743176571764812,0
369000500244,0,1,0.005598009936140824,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0004978952609423799,1
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.00045263205540216356,1
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.001765265016068438,1
78488,0,2,0.0055984375138500575,0.0,0,1.0,2024,1,3,0.3793103448275862,0,91,31,01,0.00045263205540216356,1
78488,0,2,2.0527760626473465e-06,0.0,0,1.0,2024,1,3,0.3793103448275862,0,91,31,01,0.00045263205540216356,1
61278,0,2,0.0055984375138500575,0.0,0,1.0,2024,1,3,0.3793103448275862,0,00,00,00,0.00045263205540216356,1
61278,0,2,2.0527760626473465e-06,0.0,0,1.0,2024,1,3,0.3793103448275862,0,00,00,00,0.00045263205540216356,1
4308,1,2,1.8176060833561147e-05,1.0,3,1.0,2024,1,3,0.3793103448275862,1803192,31,01,15,0.0005884216720228126,0
369000150083,1,5,1.097214336340947e-06,0.0,2,0.0,2024,1,3,0.3793103448275862,0,00,00,00,0.0008600009052641108,0
369001100011,0,1,0.05598030089057206,0.0,1,1.0,2024,1,3,0.3793103448275862,1867332,00,00,00,9.052641108043272e-05,1
369001080494,2,2,0.0030263419566066347,0.0,1,1.0,2024,1,3,0.3793103448275862,1322188,00,00,00,0.0006789480831032454,1
369001100011,0,1,0.011196042264410962,0.0,1,1.0,2024,1,3,0.3793103448275862,1867332,00,00,00,0.0012221065495858416,1
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0012221065495858416,1
369001100011,0,1,0.013435255195719017,0.0,1,1.0,2024,1,3,0.3793103448275862,1867332,00,00,00,0.0008147376997238944,1
369000500244,0,1,0.013435255195719017,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0008147376997238944,1
369000520190,1,1,3.785725342315963e-07,2.0,1,0.8,2024,1,3,0.5689655172413792,1356283,51,01,84,0.07807902955687322,0
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0019463178382293034,1
71668,1,2,2.5504635287598743e-08,2.0,3,0.8,2024,1,3,0.5344827586206896,1361854,31,01,14,0.07807902955687322,0
88198,1,2,1.3023262408487644e-07,2.0,3,0.8,2024,1,3,0.603448275862069,1388686,31,01,18,0.07807902955687322,0
88198,1,2,2.6355536201495803e-08,2.0,3,0.8,2024,1,3,0.603448275862069,1388686,31,01,18,0.07807902955687322,0
369000550031,1,2,5.474763656401629e-07,1.0,1,0.8,2024,1,3,0.27586206896551724,1362147,31,01,15,0.00013578961662064908,0
369000590055,1,5,8.956851725232219e-08,1.0,1,0.6000000000000001,2024,1,3,0.8620689655172413,1389254,53,01,12,0.07807902955687322,0
369000450683,1,5,3.1348981038312765e-07,2.0,1,0.8,2024,1,3,0.603448275862069,1525288,42,01,05,0.07807902955687322,0
87828,1,5,3.3588193969620824e-08,1.0,3,1.0,2024,1,3,0.4482758620689655,1398765,31,01,04,0.0024894763047119,0
369000550346,1,5,2.0152916381772493e-07,2.0,1,0.6000000000000001,2024,1,3,0.48275862068965514,1350818,44,06,06,0.07807902955687322,0
369000520083,1,5,8.956851725232219e-08,2.0,1,0.8,2024,1,3,0.8448275862068966,1395622,44,06,04,0.07807902955687322,0
369001100011,0,1,0.022392106920951234,0.0,1,1.0,2024,1,3,0.3793103448275862,1867332,00,00,00,0.0010863169329651927,1
369000450500,1,5,2.127252284742652e-08,2.0,1,0.6000000000000001,2024,1,3,0.7413793103448276,1537235,43,05,02,0.07807902955687322,0
369000590054,1,5,8.956851725232219e-08,2.0,1,0.6000000000000001,2024,1,3,0.8275862068965516,1397471,53,01,12,0.07807902955687322,0
369000040245,1,5,2.0152916381772493e-07,0.0,2,0.0,2024,1,3,0.3793103448275862,0,00,00,00,0.00027157923324129817,0
369001100011,0,1,0.011196042264410962,0.0,1,1.0,2024,1,3,0.3793103448275862,1867332,00,00,00,0.0055221110759063954,1
369000500244,0,1,0.05598030089057206,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0009505273163445435,1
369000500244,0,1,0.005598009936140824,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0038473724709183906,1
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0055221110759063954,1
369000520134,1,5,2.0152916381772493e-07,2.0,1,0.8,2024,1,3,0.2068965517241379,1598337,11,01,17,0.001267369755126058,0
369000500244,0,1,0.005598009936140824,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0003621056443217309,1
369000500244,0,1,0.005598009936140824,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0014484225772869236,1
152628,1,1,6.493717500793359e-07,0.0,2,0.0,2024,1,3,0.3793103448275862,0,00,00,00,0.00045263205540216356,0
88448,1,5,3.1348981038312765e-07,2.0,3,0.8,2024,1,3,0.1724137931034483,1366990,31,01,04,0.025121079074820078,0
369000000195,1,5,2.0152916381772493e-07,0.0,2,0.0,2024,1,3,0.3793103448275862,0,00,00,00,0.025121079074820078,0
247468,1,5,8.956851725232219e-08,2.0,3,0.4,2024,1,3,0.5172413793103448,1501959,37,04,02,0.025121079074820078,0
369000240200,1,5,1.4554884053502355e-07,0.0,2,0.0,2024,1,3,0.3793103448275862,0,00,00,00,0.025121079074820078,0
369000460487,1,5,3.3588193969620824e-08,2.0,1,0.8,2024,1,3,0.48275862068965514,1399808,32,01,02,0.025121079074820078,0
369000520134,1,5,2.0152916381772493e-07,2.0,1,0.8,2024,1,3,0.2068965517241379,1598337,11,01,17,0.025121079074820078,0
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0019915810437695198,1
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0003621056443217309,1
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.001267369755126058,1
369000500244,0,1,0.005598009936140824,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0004978952609423799,1
369000240200,1,5,3.3588193969620824e-08,0.0,2,0.0,2024,1,3,0.3793103448275862,0,00,00,00,0.004345267731860771,0
87828,1,5,3.3588193969620824e-08,1.0,3,1.0,2024,1,3,0.4482758620689655,1398765,31,01,04,0.004435794142941203,0
88448,1,5,8.956851725232219e-08,2.0,3,0.8,2024,1,3,0.1724137931034483,1366990,31,01,04,0.004345267731860771,0
369000500244,0,1,0.022392106920951234,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0011768433440456252,1
369000170032,1,5,4.47842586261611e-08,0.0,2,0.0,2024,1,3,0.3793103448275862,0,00,00,00,0.0018105282216086542,0
369000500244,0,1,0.05598030089057206,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0014484225772869236,1
87828,1,5,3.3588193969620824e-08,1.0,3,1.0,2024,1,3,0.4482758620689655,1398765,31,01,04,0.0024894763047119,0
369001100019,1,1,8.956851725232219e-08,2.0,1,0.6000000000000001,2024,1,3,0.5,1350843,11,01,05,0.0016747386049880053,0
369000500244,0,1,0.011196042264410962,0.0,1,0.8,2024,1,3,0.3793103448275862,1810805,00,00,00,0.0015389489883673561,1
4188,1,5,5.374111035139332e-07,2.0,3,0.8,2024,1,3,0.4482758620689655,1368801,31,01,15,0.002534739510252116,0
369000810089,2,1,0.03985796778515407,0.0,1,1.0,2024,1,3,0.3793103448275862,1530236,00,00,00,0.0011768433440456252,1
73028,1,2,2.113817007154804e-08,0.0,2,0.0,2024,1,4,0.3793103448275862,0,00,00,00,0.0007242112886434618,0
369001100011,0,1,0.11196062417327342,0.0,1,1.0,2024,1,4,0.3793103448275862,1867332,00,00,00,0.0003621056443217309,1
